"","Preço_do_Produto","Unidades_Vendidas","Média_da_Nota_do_Produto","Quantidade_de_Avaliações","Preço_de_Varejo","Média_de_Nota_do_Vendedor","Quantidade_de_Avaliações_do_Vendedor"
"1067",2,100,2.44,9,2,4.0353604689993,26951
"1068",5.66,20000,4.14,2927,5,4.19585618525289,8205
"1069",3.94,100,3.9,21,8,4.06878306878307,189
"1070",14,1000,3.61,548,12,3.96032824974664,40457
"1071",9,5000,3.9,613,8,4.05720876585928,4335
"1072",4,100,3.1,21,4,4.07822241874862,22615
"1073",11,100,4.75,4,10,3.69657787283687,10286
"1074",7,100,4.52,106,34,4.150512214342,1269
"1075",2,1000,4.19,81,2,4.14695734747171,126370
"1076",3.92,20000,3.76,4367,4,4.13888538532226,55499
"1077",8,10000,3.31,1554,84,4.18781361119027,80713
"1078",16,1000,3.16,370,14,4.05688825069685,47356
"1079",8,1000,3.98,234,7,4.05688825069685,47356
"1080",3,100,3.67,12,3,4.29146981627297,38100
"1081",8,100,4.19,54,7,3.85193013683391,8989
"1082",11,100,3.24,96,10,4.21034180543383,2282
"1083",11,10000,4.02,2050,10,4.14624156388178,21485
"1084",12,100,3,6,11,3.97540983606557,366
"1085",16,100,3.82,50,16,4.03947368421053,7676
"1086",14,100,3.75,36,51,3.89789754219722,16885
"1087",3,100,3.67,6,7,3.97507788161994,1284
"1088",3.86,100,3.48,23,4,4.12148374348841,55670
"1089",5.82,1000,3.93,623,58,4.07155742633794,1663
"1090",8,50,3.67,6,7,3.79190751445087,519
"1091",11,100,4.67,3,17,3.70758405003909,1279
"1092",11,5000,3.87,901,10,3.92468451089141,12441
"1093",1.86,1000,3.78,36,2,3.97293735172656,45524
"1094",3.88,100,3.47,34,4,3.95879023700035,5654
"1095",8,50,5,0,33,4.11005854177754,9395
"1096",3.71,10,5,1,5,4.2,60
"1097",11,100,3.93,107,28,4.18620689655172,435
"1098",5,1000,4.13,103,5,3.88454364585924,32168
"1099",11,100,3.87,46,13,3.94861250178801,27964
"1100",11,1000,3.91,808,152,3.90835990731607,87178
"1101",13,1000,4.31,65,43,4.10118286445013,6256
"1102",8,10000,4.28,3345,11,4.25851554365611,20169
"1103",13,10000,3.9,1184,11,4.30838593327322,9981
"1104",5.83,100,4.36,22,5,3.95283612844142,17471
"1105",8,100,3.44,63,7,3.77265415549598,5595
"1106",2.81,50,3.64,14,33,4.10596705421841,42919
"1107",2,10000,4.36,2942,26,4.18984389872454,21012
"1108",5.84,100,4.04,24,5,3.95681098204857,9470
"1109",16,50,4,2,14,4.43421482206987,3063
"1110",7,100,2.9,10,26,3.1875,32
"1111",6,5000,3.82,1442,38,4.15765904879555,6476
"1112",9,1000,3.29,99,8,4.08089077364417,88193
"1113",2.66,100,5,1,9,4.43777043433809,54773
"1114",6,1000,4.28,134,47,3.86231380720846,25914
"1115",16,100,4.15,61,33,3.99671457905544,2435
"1116",8,1000,3.98,217,14,4.03947368421053,7676
"1117",5.8,20000,3.47,2407,43,3.96237623762376,21210
"1118",9,10,5,0,10,3.69072164948454,291
"1119",7,100,4.09,57,6,4.34265964450296,3038
"1120",12,1000,3.64,50,11,3.79744816586922,3762
"1121",2.89,50,5,1,7,3.73333333333333,30
"1122",8,50,4.67,6,56,3.87234042553191,47
"1123",9,100,3.71,51,8,4.07021384071393,5939
"1124",5.67,1000,3.51,245,6,4.02769772654499,6246
"1125",6,1000,3.26,255,13,4.18158810503005,3161
"1126",11,100,3.58,19,85,4.23538180598517,26833
"1127",8,10000,4.14,2182,7,4.24371222460519,10258
"1128",7,8,5,0,31,3.9491592296853,53225
"1129",14,100,4.23,61,85,3.9813366374971,12913
"1130",14,1000,4.04,475,12,4.00720966484801,10264
"1131",8,10000,4.13,2396,7,4.16290093221678,6329
